Dataset,#TrainRelease,Classifier,FeatSel,Sampling,CostSens,TP,FP,FN,TN,Precision,Recall,AUC,Kappa
BOOKKEEPER,3,ibk,best first,smote,sensitive threshold,768,70,1,131,0.652,0.992,0.954,0.745
BOOKKEEPER,4,random forest,best first,smote,sensitive threshold,791,64,10,160,0.714,0.941,0.933,0.769
BOOKKEEPER,4,naive bayes,best first,smote,sensitive threshold,720,135,60,110,0.449,0.647,0.745,0.416
BOOKKEEPER,4,ibk,best first,smote,sensitive threshold,803,52,22,148,0.740,0.871,0.905,0.756
BOOKKEEPER,5,random forest,best first,smote,sensitive threshold,783,72,3,172,0.705,0.983,0.949,0.777
BOOKKEEPER,5,naive bayes,best first,smote,sensitive threshold,726,129,58,117,0.476,0.669,0.759,0.446
BOOKKEEPER,5,ibk,best first,smote,sensitive threshold,792,63,5,170,0.730,0.971,0.949,0.793
BOOKKEEPER,6,random forest,best first,smote,sensitive threshold,786,168,4,96,0.364,0.960,0.892,0.452
BOOKKEEPER,6,naive bayes,best first,smote,sensitive threshold,772,182,30,70,0.278,0.700,0.755,0.303
BOOKKEEPER,6,ibk,best first,smote,sensitive threshold,799,155,6,94,0.378,0.940,0.889,0.466
BOOKKEEPER,7,random forest,best first,smote,sensitive threshold,786,275,0,49,0.151,1.000,0.870,0.201
BOOKKEEPER,7,naive bayes,best first,smote,sensitive threshold,830,231,23,26,0.101,0.531,0.656,0.103
BOOKKEEPER,7,ibk,best first,smote,sensitive threshold,819,242,1,48,0.166,0.980,0.876,0.225
BOOKKEEPER,8,random forest,best first,smote,sensitive threshold,817,248,4,48,0.162,0.923,0.845,0.214
BOOKKEEPER,8,naive bayes,best first,smote,sensitive threshold,887,178,14,38,0.176,0.731,0.782,0.225
BOOKKEEPER,8,ibk,best first,smote,sensitive threshold,886,179,10,42,0.190,0.808,0.820,0.251
BOOKKEEPER,9,random forest,best first,smote,sensitive threshold,1026,248,8,41,0.142,0.837,0.821,0.191
BOOKKEEPER,9,naive bayes,best first,smote,sensitive threshold,1094,180,10,39,0.178,0.796,0.827,0.245
BOOKKEEPER,9,ibk,best first,smote,sensitive threshold,1068,206,16,33,0.138,0.673,0.756,0.179
BOOKKEEPER,10,random forest,best first,smote,sensitive threshold,1121,150,6,54,0.265,0.900,0.891,0.365
BOOKKEEPER,10,naive bayes,best first,smote,sensitive threshold,1156,115,16,44,0.277,0.733,0.821,0.360
BOOKKEEPER,10,ibk,best first,smote,sensitive threshold,1155,116,16,44,0.275,0.733,0.821,0.358
BOOKKEEPER,11,random forest,best first,smote,sensitive threshold,1039,268,6,61,0.185,0.910,0.853,0.247
BOOKKEEPER,11,naive bayes,best first,smote,sensitive threshold,1099,208,14,53,0.203,0.791,0.816,0.266
BOOKKEEPER,11,ibk,best first,smote,sensitive threshold,1109,198,25,42,0.175,0.627,0.738,0.214
BOOKKEEPER,12,random forest,best first,smote,sensitive threshold,1105,201,3,68,0.253,0.958,0.902,0.347
BOOKKEEPER,12,naive bayes,best first,smote,sensitive threshold,1111,195,14,57,0.226,0.803,0.827,0.296
BOOKKEEPER,12,ibk,best first,smote,sensitive threshold,1178,128,5,66,0.340,0.930,0.916,0.457
BOOKKEEPER,13,random forest,best first,smote,sensitive threshold,1142,156,6,74,0.322,0.925,0.902,0.428
BOOKKEEPER,13,naive bayes,best first,smote,sensitive threshold,1119,179,18,62,0.257,0.775,0.819,0.328
BOOKKEEPER,13,ibk,best first,smote,sensitive threshold,1172,126,12,68,0.351,0.850,0.876,0.451
BOOKKEEPER,14,random forest,best first,smote,sensitive threshold,1251,50,8,73,0.593,0.901,0.931,0.694
BOOKKEEPER,14,naive bayes,best first,smote,sensitive threshold,1162,139,26,55,0.284,0.679,0.786,0.346
BOOKKEEPER,14,ibk,best first,smote,sensitive threshold,1259,42,10,71,0.628,0.877,0.922,0.712
BOOKKEEPER,15,random forest,best first,smote,sensitive threshold,1168,154,3,78,0.336,0.963,0.923,0.451
BOOKKEEPER,15,naive bayes,best first,smote,sensitive threshold,1149,173,19,62,0.264,0.765,0.817,0.335
BOOKKEEPER,15,ibk,best first,smote,sensitive threshold,1177,145,5,76,0.344,0.938,0.914,0.457
BOOKKEEPER,16,random forest,best first,smote,sensitive threshold,1259,74,0,78,0.513,1.000,0.972,0.653
BOOKKEEPER,16,naive bayes,best first,smote,sensitive threshold,1193,140,23,55,0.282,0.705,0.800,0.352
BOOKKEEPER,16,ibk,best first,smote,sensitive threshold,1286,47,4,74,0.612,0.949,0.957,0.725
BOOKKEEPER,17,random forest,best first,smote,sensitive threshold,1178,166,2,70,0.297,0.972,0.924,0.408
BOOKKEEPER,17,naive bayes,best first,smote,sensitive threshold,1185,159,18,54,0.254,0.750,0.816,0.328
BOOKKEEPER,17,ibk,best first,smote,sensitive threshold,1190,154,2,70,0.313,0.972,0.929,0.429
BOOKKEEPER,18,random forest,best first,smote,sensitive threshold,1262,46,33,75,0.620,0.694,0.830,0.625
BOOKKEEPER,18,naive bayes,best first,smote,sensitive threshold,1189,119,43,65,0.353,0.602,0.755,0.386
BOOKKEEPER,18,ibk,best first,smote,sensitive threshold,1269,39,39,69,0.639,0.639,0.805,0.609
BOOKKEEPER,19,random forest,best first,smote,sensitive threshold,1264,96,28,77,0.445,0.733,0.831,0.510
BOOKKEEPER,19,naive bayes,best first,smote,sensitive threshold,1242,118,43,62,0.344,0.590,0.752,0.379
BOOKKEEPER,19,ibk,best first,smote,sensitive threshold,1293,67,50,55,0.451,0.524,0.737,0.442
BOOKKEEPER,20,random forest,best first,smote,sensitive threshold,1231,155,11,118,0.432,0.915,0.901,0.533
BOOKKEEPER,20,naive bayes,best first,smote,sensitive threshold,1253,133,58,71,0.348,0.550,0.727,0.360
BOOKKEEPER,20,ibk,best first,smote,sensitive threshold,1319,67,30,99,0.596,0.767,0.860,0.636
BOOKKEEPER,21,random forest,best first,smote,sensitive threshold,1279,175,10,94,0.349,0.904,0.892,0.451
BOOKKEEPER,21,naive bayes,best first,smote,sensitive threshold,1316,138,46,58,0.296,0.558,0.731,0.328
BOOKKEEPER,21,ibk,best first,smote,sensitive threshold,1378,76,51,53,0.411,0.510,0.729,0.411
BOOKKEEPER,22,random forest,best first,smote,sensitive threshold,1336,130,3,93,0.417,0.969,0.940,0.544
BOOKKEEPER,22,naive bayes,best first,smote,sensitive threshold,1279,187,40,56,0.230,0.583,0.728,0.266
BOOKKEEPER,22,ibk,best first,smote,sensitive threshold,1421,45,4,92,0.672,0.958,0.964,0.773
BOOKKEEPER,1,random forest,best first,smote,sensitive learning,771,34,1,83,0.709,0.988,0.999,0.804
BOOKKEEPER,1,naive bayes,best first,smote,sensitive learning,708,97,16,68,0.412,0.810,0.929,0.481
BOOKKEEPER,1,ibk,best first,smote,sensitive learning,804,1,1,83,0.988,0.988,0.998,0.987
BOOKKEEPER,2,random forest,best first,smote,sensitive learning,764,76,19,111,0.594,0.854,0.940,0.644
BOOKKEEPER,2,naive bayes,best first,smote,sensitive learning,741,99,54,76,0.434,0.585,0.855,0.407
BOOKKEEPER,2,ibk,best first,smote,sensitive learning,771,69,22,108,0.610,0.831,0.944,0.649
BOOKKEEPER,3,random forest,best first,smote,sensitive learning,760,78,2,130,0.625,0.985,0.993,0.718
BOOKKEEPER,3,naive bayes,best first,smote,sensitive learning,739,99,52,80,0.447,0.606,0.862,0.424
BOOKKEEPER,3,ibk,best first,smote,sensitive learning,768,70,1,131,0.652,0.992,0.995,0.745
BOOKKEEPER,4,random forest,best first,smote,sensitive learning,803,52,17,153,0.746,0.900,0.963,0.775
BOOKKEEPER,4,naive bayes,best first,smote,sensitive learning,720,135,60,110,0.449,0.647,0.880,0.416
BOOKKEEPER,4,ibk,best first,smote,sensitive learning,803,52,22,148,0.740,0.871,0.973,0.756
BOOKKEEPER,5,random forest,best first,smote,sensitive learning,783,72,3,172,0.705,0.983,0.988,0.777
BOOKKEEPER,5,naive bayes,best first,smote,sensitive learning,726,129,58,117,0.476,0.669,0.886,0.446
BOOKKEEPER,5,ibk,best first,smote,sensitive learning,792,63,5,170,0.730,0.971,0.986,0.793
BOOKKEEPER,6,random forest,best first,smote,sensitive learning,788,166,5,95,0.364,0.950,0.932,0.451
BOOKKEEPER,6,naive bayes,best first,smote,sensitive learning,772,182,30,70,0.278,0.700,0.880,0.303
BOOKKEEPER,6,ibk,best first,smote,sensitive learning,799,155,6,94,0.378,0.940,0.914,0.466
BOOKKEEPER,7,random forest,best first,smote,sensitive learning,792,269,1,48,0.151,0.980,0.911,0.201
BOOKKEEPER,7,naive bayes,best first,smote,sensitive learning,830,231,23,26,0.101,0.531,0.800,0.103
BOOKKEEPER,7,ibk,best first,smote,sensitive learning,819,242,1,48,0.166,0.980,0.901,0.225
BOOKKEEPER,8,random forest,best first,smote,sensitive learning,838,227,5,47,0.172,0.904,0.929,0.228
BOOKKEEPER,8,naive bayes,best first,smote,sensitive learning,887,178,14,38,0.176,0.731,0.873,0.225
BOOKKEEPER,8,ibk,best first,smote,sensitive learning,886,179,10,42,0.190,0.808,0.917,0.251
BOOKKEEPER,9,random forest,best first,smote,sensitive learning,1046,228,9,40,0.149,0.816,0.898,0.202
BOOKKEEPER,9,naive bayes,best first,smote,sensitive learning,1094,180,10,39,0.178,0.796,0.913,0.245
BOOKKEEPER,9,ibk,best first,smote,sensitive learning,1068,206,16,33,0.138,0.673,0.897,0.179
BOOKKEEPER,10,random forest,best first,smote,sensitive learning,1204,67,8,52,0.437,0.867,0.968,0.554
BOOKKEEPER,10,naive bayes,best first,smote,sensitive learning,1156,115,16,44,0.277,0.733,0.931,0.360
BOOKKEEPER,10,ibk,best first,smote,sensitive learning,1160,111,16,44,0.284,0.733,0.923,0.368
BOOKKEEPER,11,random forest,best first,smote,sensitive learning,1091,216,20,47,0.179,0.701,0.877,0.225
BOOKKEEPER,11,naive bayes,best first,smote,sensitive learning,1099,208,14,53,0.203,0.791,0.909,0.266
BOOKKEEPER,11,ibk,best first,smote,sensitive learning,1109,198,25,42,0.175,0.627,0.883,0.214
BOOKKEEPER,12,random forest,best first,smote,sensitive learning,1137,169,4,67,0.284,0.944,0.981,0.388
BOOKKEEPER,12,naive bayes,best first,smote,sensitive learning,1111,195,14,57,0.226,0.803,0.914,0.296
BOOKKEEPER,12,ibk,best first,smote,sensitive learning,1179,127,5,66,0.342,0.930,0.981,0.459
BOOKKEEPER,13,random forest,best first,smote,sensitive learning,1169,129,10,70,0.352,0.875,0.968,0.457
BOOKKEEPER,13,naive bayes,best first,smote,sensitive learning,1119,179,18,62,0.257,0.775,0.913,0.328
BOOKKEEPER,13,ibk,best first,smote,sensitive learning,1172,126,12,68,0.351,0.850,0.965,0.451
BOOKKEEPER,14,random forest,best first,smote,sensitive learning,1254,47,9,72,0.605,0.889,0.983,0.699
BOOKKEEPER,14,naive bayes,best first,smote,sensitive learning,1162,139,26,55,0.284,0.679,0.894,0.346
BOOKKEEPER,14,ibk,best first,smote,sensitive learning,1259,42,10,71,0.628,0.877,0.987,0.712
BOOKKEEPER,15,random forest,best first,smote,sensitive learning,1174,148,6,75,0.336,0.926,0.974,0.447
BOOKKEEPER,15,naive bayes,best first,smote,sensitive learning,1149,173,19,62,0.264,0.765,0.908,0.335
BOOKKEEPER,15,ibk,best first,smote,sensitive learning,1177,145,5,76,0.344,0.938,0.978,0.457
BOOKKEEPER,16,random forest,best first,smote,sensitive learning,1276,57,2,76,0.571,0.974,0.997,0.699
BOOKKEEPER,16,naive bayes,best first,smote,sensitive learning,1193,140,23,55,0.282,0.705,0.904,0.352
BOOKKEEPER,16,ibk,best first,smote,sensitive learning,1287,46,4,74,0.617,0.949,0.994,0.729
BOOKKEEPER,17,random forest,best first,smote,sensitive learning,1184,160,2,70,0.304,0.972,0.990,0.419
BOOKKEEPER,17,naive bayes,best first,smote,sensitive learning,1185,159,18,54,0.254,0.750,0.926,0.328
BOOKKEEPER,17,ibk,best first,smote,sensitive learning,1190,154,2,70,0.313,0.972,0.988,0.429
BOOKKEEPER,18,random forest,best first,smote,sensitive learning,1268,40,36,72,0.643,0.667,0.943,0.625
BOOKKEEPER,18,naive bayes,best first,smote,sensitive learning,1189,119,43,65,0.353,0.602,0.856,0.386
BOOKKEEPER,18,ibk,best first,smote,sensitive learning,1269,39,39,69,0.639,0.639,0.967,0.609
BOOKKEEPER,19,random forest,best first,smote,sensitive learning,1297,63,35,70,0.526,0.667,0.859,0.552
BOOKKEEPER,19,naive bayes,best first,smote,sensitive learning,1242,118,43,62,0.344,0.590,0.909,0.379
BOOKKEEPER,19,ibk,best first,smote,sensitive learning,1293,67,50,55,0.451,0.524,0.865,0.442
BOOKKEEPER,20,random forest,best first,smote,sensitive learning,1302,84,25,104,0.553,0.806,0.964,0.618
BOOKKEEPER,20,naive bayes,best first,smote,sensitive learning,1253,133,58,71,0.348,0.550,0.840,0.360
BOOKKEEPER,20,ibk,best first,smote,sensitive learning,1319,67,30,99,0.596,0.767,0.953,0.636
BOOKKEEPER,21,random forest,best first,smote,sensitive learning,1359,95,30,74,0.438,0.712,0.948,0.501
BOOKKEEPER,21,naive bayes,best first,smote,sensitive learning,1316,138,46,58,0.296,0.558,0.868,0.328
BOOKKEEPER,21,ibk,best first,smote,sensitive learning,1378,76,51,53,0.411,0.510,0.823,0.411
BOOKKEEPER,22,random forest,best first,smote,sensitive learning,1396,70,4,92,0.568,0.958,0.984,0.689
BOOKKEEPER,22,naive bayes,best first,smote,sensitive learning,1279,187,40,56,0.230,0.583,0.828,0.266
BOOKKEEPER,22,ibk,best first,smote,sensitive learning,1422,44,4,92,0.676,0.958,0.989,0.777
